,param,mean_square_error
0,"[0.0, 0.1, 0.3, -1.0, 0.0]",0.5019871198589522
1,"[0.0, 0.1, 0.3, -1.0, 0.2]",0.5019871198589522
2,"[0.0, 0.1, 0.3, -1.0, 0.4]",0.5019871198589522
3,"[0.0, 0.1, 0.3, -1.0, 0.6000000000000001]",0.5019871198589522
4,"[0.0, 0.1, 0.3, -1.0, 0.8]",0.5019871198589522
5,"[0.0, 0.1, 0.3, -1.0, 1.0]",0.5019871198589522
6,"[0.0, 0.1, 0.3, -0.8, 0.0]",0.5019871198589522
7,"[0.0, 0.1, 0.3, -0.8, 0.2]",0.5019871198589522
8,"[0.0, 0.1, 0.3, -0.8, 0.4]",0.5019871198589522
9,"[0.0, 0.1, 0.3, -0.8, 0.6000000000000001]",0.5019871198589522
10,"[0.0, 0.1, 0.3, -0.8, 0.8]",0.5019871198589522
11,"[0.0, 0.1, 0.3, -0.8, 1.0]",0.5019871198589522
12,"[0.0, 0.1, 0.3, -0.6, 0.0]",0.5019871198589522
13,"[0.0, 0.1, 0.3, -0.6, 0.2]",0.5019871198589522
14,"[0.0, 0.1, 0.3, -0.6, 0.4]",0.5019871198589522
15,"[0.0, 0.1, 0.3, -0.6, 0.6000000000000001]",0.5019871198589522
16,"[0.0, 0.1, 0.3, -0.6, 0.8]",0.5019871198589522
17,"[0.0, 0.1, 0.3, -0.6, 1.0]",0.5019871198589522
18,"[0.0, 0.1, 0.3, -0.3999999999999999, 0.0]",0.5019871198589522
19,"[0.0, 0.1, 0.3, -0.3999999999999999, 0.2]",0.5019871198589522
20,"[0.0, 0.1, 0.3, -0.3999999999999999, 0.4]",0.5019871198589522
21,"[0.0, 0.1, 0.3, -0.3999999999999999, 0.6000000000000001]",0.5019871198589522
22,"[0.0, 0.1, 0.3, -0.3999999999999999, 0.8]",0.5019871198589522
23,"[0.0, 0.1, 0.3, -0.3999999999999999, 1.0]",0.5019871198589522
24,"[0.0, 0.1, 0.3, -0.19999999999999996, 0.0]",0.5019871198589522
25,"[0.0, 0.1, 0.3, -0.19999999999999996, 0.2]",0.5019871198589522
26,"[0.0, 0.1, 0.3, -0.19999999999999996, 0.4]",0.5019871198589522
27,"[0.0, 0.1, 0.3, -0.19999999999999996, 0.6000000000000001]",0.5019871198589522
28,"[0.0, 0.1, 0.3, -0.19999999999999996, 0.8]",0.5019871198589522
29,"[0.0, 0.1, 0.3, -0.19999999999999996, 1.0]",0.5019871198589522
30,"[0.0, 0.1, 0.3, 0.0, 0.0]",0.5019871198589522
31,"[0.0, 0.1, 0.3, 0.0, 0.2]",0.5019871198589522
32,"[0.0, 0.1, 0.3, 0.0, 0.4]",0.5019871198589522
33,"[0.0, 0.1, 0.3, 0.0, 0.6000000000000001]",0.5019871198589522
34,"[0.0, 0.1, 0.3, 0.0, 0.8]",0.5019871198589522
35,"[0.0, 0.1, 0.3, 0.0, 1.0]",0.5019871198589522
36,"[0.2, 0.1, 0.3, -1.0, 0.0]",0.49899279461057755
37,"[0.2, 0.1, 0.3, -1.0, 0.2]",0.49899279461057755
38,"[0.2, 0.1, 0.3, -1.0, 0.4]",0.49899279461057755
39,"[0.2, 0.1, 0.3, -1.0, 0.6000000000000001]",0.49899279461057755
40,"[0.2, 0.1, 0.3, -1.0, 0.8]",0.49899279461057755
41,"[0.2, 0.1, 0.3, -1.0, 1.0]",0.49899279461057755
42,"[0.2, 0.1, 0.3, -0.8, 0.0]",0.49899279461057755
43,"[0.2, 0.1, 0.3, -0.8, 0.2]",0.49899279461057755
44,"[0.2, 0.1, 0.3, -0.8, 0.4]",0.49899279461057755
45,"[0.2, 0.1, 0.3, -0.8, 0.6000000000000001]",0.49899279461057755
46,"[0.2, 0.1, 0.3, -0.8, 0.8]",0.49899279461057755
47,"[0.2, 0.1, 0.3, -0.8, 1.0]",0.49899279461057755
48,"[0.2, 0.1, 0.3, -0.6, 0.0]",0.49899279461057755
49,"[0.2, 0.1, 0.3, -0.6, 0.2]",0.49899279461057755
50,"[0.2, 0.1, 0.3, -0.6, 0.4]",0.49899279461057755
51,"[0.2, 0.1, 0.3, -0.6, 0.6000000000000001]",0.49899279461057755
52,"[0.2, 0.1, 0.3, -0.6, 0.8]",0.49899279461057755
53,"[0.2, 0.1, 0.3, -0.6, 1.0]",0.49899279461057755
54,"[0.2, 0.1, 0.3, -0.3999999999999999, 0.0]",0.49899279461057755
55,"[0.2, 0.1, 0.3, -0.3999999999999999, 0.2]",0.49899279461057755
56,"[0.2, 0.1, 0.3, -0.3999999999999999, 0.4]",0.49899279461057755
57,"[0.2, 0.1, 0.3, -0.3999999999999999, 0.6000000000000001]",0.49899279461057755
58,"[0.2, 0.1, 0.3, -0.3999999999999999, 0.8]",0.49899279461057755
59,"[0.2, 0.1, 0.3, -0.3999999999999999, 1.0]",0.49899279461057755
60,"[0.2, 0.1, 0.3, -0.19999999999999996, 0.0]",0.49899279461057755
61,"[0.2, 0.1, 0.3, -0.19999999999999996, 0.2]",0.49899279461057755
62,"[0.2, 0.1, 0.3, -0.19999999999999996, 0.4]",0.49899279461057755
63,"[0.2, 0.1, 0.3, -0.19999999999999996, 0.6000000000000001]",0.49899279461057755
64,"[0.2, 0.1, 0.3, -0.19999999999999996, 0.8]",0.49899279461057755
65,"[0.2, 0.1, 0.3, -0.19999999999999996, 1.0]",0.49899279461057755
66,"[0.2, 0.1, 0.3, 0.0, 0.0]",0.49899279461057755
67,"[0.2, 0.1, 0.3, 0.0, 0.2]",0.49899279461057755
68,"[0.2, 0.1, 0.3, 0.0, 0.4]",0.49899279461057755
69,"[0.2, 0.1, 0.3, 0.0, 0.6000000000000001]",0.49899279461057755
70,"[0.2, 0.1, 0.3, 0.0, 0.8]",0.49899279461057755
71,"[0.2, 0.1, 0.3, 0.0, 1.0]",0.49899279461057755
72,"[0.4, 0.1, 0.3, -1.0, 0.0]",0.49598639478359696
73,"[0.4, 0.1, 0.3, -1.0, 0.2]",0.49598639478359696
74,"[0.4, 0.1, 0.3, -1.0, 0.4]",0.49598639478359696
75,"[0.4, 0.1, 0.3, -1.0, 0.6000000000000001]",0.49598639478359696
76,"[0.4, 0.1, 0.3, -1.0, 0.8]",0.49598639478359696
77,"[0.4, 0.1, 0.3, -1.0, 1.0]",0.49598639478359696
78,"[0.4, 0.1, 0.3, -0.8, 0.0]",0.49598639478359696
79,"[0.4, 0.1, 0.3, -0.8, 0.2]",0.49598639478359696
80,"[0.4, 0.1, 0.3, -0.8, 0.4]",0.49598639478359696
81,"[0.4, 0.1, 0.3, -0.8, 0.6000000000000001]",0.49598639478359696
82,"[0.4, 0.1, 0.3, -0.8, 0.8]",0.49598639478359696
83,"[0.4, 0.1, 0.3, -0.8, 1.0]",0.49598639478359696
84,"[0.4, 0.1, 0.3, -0.6, 0.0]",0.49598639478359696
85,"[0.4, 0.1, 0.3, -0.6, 0.2]",0.49598639478359696
86,"[0.4, 0.1, 0.3, -0.6, 0.4]",0.49598639478359696
87,"[0.4, 0.1, 0.3, -0.6, 0.6000000000000001]",0.49598639478359696
88,"[0.4, 0.1, 0.3, -0.6, 0.8]",0.49598639478359696
89,"[0.4, 0.1, 0.3, -0.6, 1.0]",0.49598639478359696
90,"[0.4, 0.1, 0.3, -0.3999999999999999, 0.0]",0.49598639478359696
91,"[0.4, 0.1, 0.3, -0.3999999999999999, 0.2]",0.49598639478359696
92,"[0.4, 0.1, 0.3, -0.3999999999999999, 0.4]",0.49598639478359696
93,"[0.4, 0.1, 0.3, -0.3999999999999999, 0.6000000000000001]",0.49598639478359696
94,"[0.4, 0.1, 0.3, -0.3999999999999999, 0.8]",0.49598639478359696
95,"[0.4, 0.1, 0.3, -0.3999999999999999, 1.0]",0.49598639478359696
96,"[0.4, 0.1, 0.3, -0.19999999999999996, 0.0]",0.49598639478359696
97,"[0.4, 0.1, 0.3, -0.19999999999999996, 0.2]",0.49598639478359696
98,"[0.4, 0.1, 0.3, -0.19999999999999996, 0.4]",0.49598639478359696
99,"[0.4, 0.1, 0.3, -0.19999999999999996, 0.6000000000000001]",0.49598639478359696
100,"[0.4, 0.1, 0.3, -0.19999999999999996, 0.8]",0.49598639478359696
101,"[0.4, 0.1, 0.3, -0.19999999999999996, 1.0]",0.49598639478359696
102,"[0.4, 0.1, 0.3, 0.0, 0.0]",0.49598639478359696
103,"[0.4, 0.1, 0.3, 0.0, 0.2]",0.49598639478359696
104,"[0.4, 0.1, 0.3, 0.0, 0.4]",0.49598639478359696
105,"[0.4, 0.1, 0.3, 0.0, 0.6000000000000001]",0.49598639478359696
106,"[0.4, 0.1, 0.3, 0.0, 0.8]",0.49598639478359696
107,"[0.4, 0.1, 0.3, 0.0, 1.0]",0.49598639478359696
108,"[0.6000000000000001, 0.1, 0.3, -1.0, 0.0]",0.4928393479222887
109,"[0.6000000000000001, 0.1, 0.3, -1.0, 0.2]",0.4928393479222887
110,"[0.6000000000000001, 0.1, 0.3, -1.0, 0.4]",0.4928393479222887
111,"[0.6000000000000001, 0.1, 0.3, -1.0, 0.6000000000000001]",0.4928393479222887
112,"[0.6000000000000001, 0.1, 0.3, -1.0, 0.8]",0.4928393479222887
113,"[0.6000000000000001, 0.1, 0.3, -1.0, 1.0]",0.4928393479222887
114,"[0.6000000000000001, 0.1, 0.3, -0.8, 0.0]",0.4928393479222887
115,"[0.6000000000000001, 0.1, 0.3, -0.8, 0.2]",0.4928393479222887
116,"[0.6000000000000001, 0.1, 0.3, -0.8, 0.4]",0.4928393479222887
117,"[0.6000000000000001, 0.1, 0.3, -0.8, 0.6000000000000001]",0.4928393479222887
118,"[0.6000000000000001, 0.1, 0.3, -0.8, 0.8]",0.4928393479222887
119,"[0.6000000000000001, 0.1, 0.3, -0.8, 1.0]",0.4928393479222887
120,"[0.6000000000000001, 0.1, 0.3, -0.6, 0.0]",0.4928393479222887
121,"[0.6000000000000001, 0.1, 0.3, -0.6, 0.2]",0.4928393479222887
122,"[0.6000000000000001, 0.1, 0.3, -0.6, 0.4]",0.4928393479222887
123,"[0.6000000000000001, 0.1, 0.3, -0.6, 0.6000000000000001]",0.4928393479222887
124,"[0.6000000000000001, 0.1, 0.3, -0.6, 0.8]",0.4928393479222887
125,"[0.6000000000000001, 0.1, 0.3, -0.6, 1.0]",0.4928393479222887
126,"[0.6000000000000001, 0.1, 0.3, -0.3999999999999999, 0.0]",0.4928393479222887
127,"[0.6000000000000001, 0.1, 0.3, -0.3999999999999999, 0.2]",0.4928393479222887
128,"[0.6000000000000001, 0.1, 0.3, -0.3999999999999999, 0.4]",0.4928393479222887
129,"[0.6000000000000001, 0.1, 0.3, -0.3999999999999999, 0.6000000000000001]",0.4928393479222887
130,"[0.6000000000000001, 0.1, 0.3, -0.3999999999999999, 0.8]",0.4928393479222887
131,"[0.6000000000000001, 0.1, 0.3, -0.3999999999999999, 1.0]",0.4928393479222887
132,"[0.6000000000000001, 0.1, 0.3, -0.19999999999999996, 0.0]",0.4928393479222887
133,"[0.6000000000000001, 0.1, 0.3, -0.19999999999999996, 0.2]",0.4928393479222887
134,"[0.6000000000000001, 0.1, 0.3, -0.19999999999999996, 0.4]",0.4928393479222887
135,"[0.6000000000000001, 0.1, 0.3, -0.19999999999999996, 0.6000000000000001]",0.4928393479222887
136,"[0.6000000000000001, 0.1, 0.3, -0.19999999999999996, 0.8]",0.4928393479222887
137,"[0.6000000000000001, 0.1, 0.3, -0.19999999999999996, 1.0]",0.4928393479222887
138,"[0.6000000000000001, 0.1, 0.3, 0.0, 0.0]",0.4928393479222887
139,"[0.6000000000000001, 0.1, 0.3, 0.0, 0.2]",0.4928393479222887
140,"[0.6000000000000001, 0.1, 0.3, 0.0, 0.4]",0.4928393479222887
141,"[0.6000000000000001, 0.1, 0.3, 0.0, 0.6000000000000001]",0.4928393479222887
142,"[0.6000000000000001, 0.1, 0.3, 0.0, 0.8]",0.4928393479222887
143,"[0.6000000000000001, 0.1, 0.3, 0.0, 1.0]",0.4928393479222887
144,"[0.8, 0.1, 0.3, -1.0, 0.0]",0.4892846928187258
145,"[0.8, 0.1, 0.3, -1.0, 0.2]",0.4892846928187258
146,"[0.8, 0.1, 0.3, -1.0, 0.4]",0.4892846928187258
147,"[0.8, 0.1, 0.3, -1.0, 0.6000000000000001]",0.4892846928187258
148,"[0.8, 0.1, 0.3, -1.0, 0.8]",0.4892846928187258
149,"[0.8, 0.1, 0.3, -1.0, 1.0]",0.4892846928187258
150,"[0.8, 0.1, 0.3, -0.8, 0.0]",0.4892846928187258
151,"[0.8, 0.1, 0.3, -0.8, 0.2]",0.4892846928187258
152,"[0.8, 0.1, 0.3, -0.8, 0.4]",0.4892846928187258
153,"[0.8, 0.1, 0.3, -0.8, 0.6000000000000001]",0.4892846928187258
154,"[0.8, 0.1, 0.3, -0.8, 0.8]",0.4892846928187258
155,"[0.8, 0.1, 0.3, -0.8, 1.0]",0.4892846928187258
156,"[0.8, 0.1, 0.3, -0.6, 0.0]",0.4892846928187258
157,"[0.8, 0.1, 0.3, -0.6, 0.2]",0.4892846928187258
158,"[0.8, 0.1, 0.3, -0.6, 0.4]",0.4892846928187258
159,"[0.8, 0.1, 0.3, -0.6, 0.6000000000000001]",0.4892846928187258
160,"[0.8, 0.1, 0.3, -0.6, 0.8]",0.4892846928187258
161,"[0.8, 0.1, 0.3, -0.6, 1.0]",0.4892846928187258
162,"[0.8, 0.1, 0.3, -0.3999999999999999, 0.0]",0.4892846928187258
163,"[0.8, 0.1, 0.3, -0.3999999999999999, 0.2]",0.4892846928187258
164,"[0.8, 0.1, 0.3, -0.3999999999999999, 0.4]",0.4892846928187258
165,"[0.8, 0.1, 0.3, -0.3999999999999999, 0.6000000000000001]",0.4892846928187258
166,"[0.8, 0.1, 0.3, -0.3999999999999999, 0.8]",0.4892846928187258
167,"[0.8, 0.1, 0.3, -0.3999999999999999, 1.0]",0.4892846928187258
168,"[0.8, 0.1, 0.3, -0.19999999999999996, 0.0]",0.4892846928187258
169,"[0.8, 0.1, 0.3, -0.19999999999999996, 0.2]",0.4892846928187258
170,"[0.8, 0.1, 0.3, -0.19999999999999996, 0.4]",0.4892846928187258
171,"[0.8, 0.1, 0.3, -0.19999999999999996, 0.6000000000000001]",0.4892846928187258
172,"[0.8, 0.1, 0.3, -0.19999999999999996, 0.8]",0.4892846928187258
173,"[0.8, 0.1, 0.3, -0.19999999999999996, 1.0]",0.4892846928187258
174,"[0.8, 0.1, 0.3, 0.0, 0.0]",0.4892846928187258
175,"[0.8, 0.1, 0.3, 0.0, 0.2]",0.4892846928187258
176,"[0.8, 0.1, 0.3, 0.0, 0.4]",0.4892846928187258
177,"[0.8, 0.1, 0.3, 0.0, 0.6000000000000001]",0.4892846928187258
178,"[0.8, 0.1, 0.3, 0.0, 0.8]",0.4892846928187258
179,"[0.8, 0.1, 0.3, 0.0, 1.0]",0.4892846928187258
180,"[1.0, 0.1, 0.3, -1.0, 0.0]",0.48456249783150207
181,"[1.0, 0.1, 0.3, -1.0, 0.2]",0.48456249783150207
182,"[1.0, 0.1, 0.3, -1.0, 0.4]",0.48456249783150207
183,"[1.0, 0.1, 0.3, -1.0, 0.6000000000000001]",0.48456249783150207
184,"[1.0, 0.1, 0.3, -1.0, 0.8]",0.48456249783150207
185,"[1.0, 0.1, 0.3, -1.0, 1.0]",0.48456249783150207
186,"[1.0, 0.1, 0.3, -0.8, 0.0]",0.48456249783150207
187,"[1.0, 0.1, 0.3, -0.8, 0.2]",0.48456249783150207
188,"[1.0, 0.1, 0.3, -0.8, 0.4]",0.48456249783150207
189,"[1.0, 0.1, 0.3, -0.8, 0.6000000000000001]",0.48456249783150207
190,"[1.0, 0.1, 0.3, -0.8, 0.8]",0.48456249783150207
191,"[1.0, 0.1, 0.3, -0.8, 1.0]",0.48456249783150207
192,"[1.0, 0.1, 0.3, -0.6, 0.0]",0.48456249783150207
193,"[1.0, 0.1, 0.3, -0.6, 0.2]",0.48456249783150207
194,"[1.0, 0.1, 0.3, -0.6, 0.4]",0.48456249783150207
195,"[1.0, 0.1, 0.3, -0.6, 0.6000000000000001]",0.48456249783150207
196,"[1.0, 0.1, 0.3, -0.6, 0.8]",0.48456249783150207
197,"[1.0, 0.1, 0.3, -0.6, 1.0]",0.48456249783150207
198,"[1.0, 0.1, 0.3, -0.3999999999999999, 0.0]",0.48456249783150207
199,"[1.0, 0.1, 0.3, -0.3999999999999999, 0.2]",0.48456249783150207
200,"[1.0, 0.1, 0.3, -0.3999999999999999, 0.4]",0.48456249783150207
201,"[1.0, 0.1, 0.3, -0.3999999999999999, 0.6000000000000001]",0.48456249783150207
202,"[1.0, 0.1, 0.3, -0.3999999999999999, 0.8]",0.48456249783150207
203,"[1.0, 0.1, 0.3, -0.3999999999999999, 1.0]",0.48456249783150207
204,"[1.0, 0.1, 0.3, -0.19999999999999996, 0.0]",0.48456249783150207
205,"[1.0, 0.1, 0.3, -0.19999999999999996, 0.2]",0.48456249783150207
206,"[1.0, 0.1, 0.3, -0.19999999999999996, 0.4]",0.48456249783150207
207,"[1.0, 0.1, 0.3, -0.19999999999999996, 0.6000000000000001]",0.48456249783150207
208,"[1.0, 0.1, 0.3, -0.19999999999999996, 0.8]",0.48456249783150207
209,"[1.0, 0.1, 0.3, -0.19999999999999996, 1.0]",0.48456249783150207
210,"[1.0, 0.1, 0.3, 0.0, 0.0]",0.48456249783150207
211,"[1.0, 0.1, 0.3, 0.0, 0.2]",0.48456249783150207
212,"[1.0, 0.1, 0.3, 0.0, 0.4]",0.48456249783150207
213,"[1.0, 0.1, 0.3, 0.0, 0.6000000000000001]",0.48456249783150207
214,"[1.0, 0.1, 0.3, 0.0, 0.8]",0.48456249783150207
215,"[1.0, 0.1, 0.3, 0.0, 1.0]",0.48456249783150207
